TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":4,"mode":2,"start_id":-2,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 4
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Sending response
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 22 2023 | 17:42:17] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Request was received
TRACE: [Apr 22 2023 | 17:42:17] {"rtype":8,"room_id":1,"mode":2,"start_id":60,"count":10000}
TRACE: [Apr 22 2023 | 17:42:17] Hadling get chat messages
TRACE: [Apr 22 2023 | 17:42:17] ID
TRACE: [Apr 22 2023 | 17:42:17] 1
TRACE: [Apr 22 2023 | 17:42:17] Building message array
TRACE: [Apr 22 2023 | 17:42:17] {"messages":[],"deleted":[],"edited":[],"rtype":12}
